T
T	53.712
T	53.712	-6.33538
T	53.712	-6.33538	D811
T	53.712	-6.33538	D811	10 Oct 2023
T	53.712	-6.33538	D811	10 Oct 2023	D811\n13:50 - Dublin Connolly to Drogheda(-2 mins late)\nTERMINATED Drogheda at 14:42
T	53.712	-6.33538	D811	10 Oct 2023	D811\n13:50 - Dublin Connolly to Drogheda(-2 mins late)\nTERMINATED Drogheda at 14:42	Northbound
